Name,Followers,Rating,Industry,Domain,rev
Laura Ma,7,5.0,Interview,"['businessstrategy', 'productstrategy', 'fundraising']","[""::\nLaura had a transformative impact on me, building a start up is never easy, there is always a storm somewhere.....with Laura's experience and in-depth knowledge of this space has been very helpful in navigating the myriad of start up challenges. I intend to continue working with her in building a billion dollar business(yes I dream big).\n"", '::\nvery helpful\n', '::\nI began with the intention of learning more about product strategy, business strategy, startups, and overall improving my intuition of business in the tech sector and beyond.\nLaura has over-exceeded my expectations in terms of resources and direction provided and each time has taught me more and more about the depth of the fields I have great interests in. I have no doubt that she will be invaluable to my journey of learning more.\nShe is a patient and thoughtful individual with a profound understanding, and I would highly recommend her to anyone that would be interested in improving at the core skills she offers on this platform. Thank you again Laura!\n']"
Walter Lee,7,5.0,Interview,"['product', 'roadmap', 'scrum']","['::\nWalter is absolutely a great mentor! A PM expert with lots of experiences, patient and encouraging. I expanded my vision in the sessions and gained a better view of a PM.\n', ""::\nWalter is incredibly personable and knowledgable. I've gain a ton of valuable and actionable feedback from working with him. Highly recommend for anyone interested in Product.\n"", ""::\nWalter is a great mentor- he takes the time to truly understand your objectives and helps formulate plans forward. His experience in product is clear, and his suggestions should be taken to heart.\nIt's always a pleasure talking to him, and he is effective in communicating insights both from a tactical and strategic perspective. I've been working with him for several months now, and his value to me with regards to organizing my thoughts/ being a soundboard for ideas is huge.\n""]"
Paul Kim,6,5.0,Interview,"['softwareengineering', 'careerdevelopment', 'management']","['::\nGreat session. Explained clearly what I need to do and what I can expect from further sessions.\n', '::\nPaul gave me great feedback on ways to improve my responses in interviews and tips how to really catch the attention of a hiring manager vs things that are automatic no.\n', '::\nPaul provided several constructive feedbacks for my CV. He also answered a few questions outside the areas of the booked session and provided me with a lot of actionable advises. Would high recommend!\n']"
Prashant Mishra,15,4.9,Interview,"['entrepreneur', 'softwaredevelopmentprocess', 'codereview']","['::\nPrashant gave me very valuable advice about feeling stuck in my career and wanting to transition to development. I like his straightforward approach which allowed me to make a decision on what direction to take off the bat. This session has helped me a lot and cleared me from other distractions.\n', '::\nI took a mentorship from Prashant to understand how and what should be measured to ensure the quality aspects of the projects. Just to be frank, he is really amazing guy and down to earth for his capability and credentials that he holds. He has understood the problems from the first principles, questioned me the needs, set me the direction, guided and reviewed the work that I was doing with his help.\nA very professional mentor - he stuck to timelines that he committed and irrespective of his own personal challenge, he was available for me. That shows his commitment.\nI really love to work with him again in another opportunity. I strongly recommend the mentees who are looking for mentorship from the list of skills mentioned by Prashant !!\n', '::\nUnfortunately I managed to have only one meeting with the mentor. The talk was extremely useful, as it gave me a lot of leads to think about and work on for the future, hence the five star rating on what potentially it could have been. However, at this stage, due to many professional and non-professional commitments, I was unable to carry on with the mentorship and dedicate the required time. I will however continue working on the issues discussed and agreed as soon as the time allows.\n']"
Yulia Arellano,6,5.0,Interview,"['businessdevelopment', 'careercoach', 'entrepreneurship']","['::\nYulia was a great coach and a phenomenal friend. She listened to my problems and was there to support me, question me and show compassion when I needed. I really appreciate you.\n', '::\nYulia is a great coach\n', '::\nYulia is a great mentor and I found it very rewarding to work with her. I would definitely choose her as a coach going forward also.\n']"
Karan Batra,4,5.0,Interview,"['python', 'c++', 'java']","[""::\nKaran is very knowledgeable. I'm very pleased with my experience!\n"", '::\nKaran is a great mentor! easy to work with and very knowledgeable.\nPleased with my experience!\n', '::\nVery good mentor.\n']"
Aarti Patel,4,5.0,Interview,"['frontend', 'javascript', 'html']","['::\nMy goals when starting this mentorship were to build better study habits, and get direction on where I should go within my career. Aarti, is by far the best mentor I have ever had! During our time together, she gave me great advice regarding advancing my programming career. She always responds to messages and is understanding. Aarti has taught me how to study effectively, a skill I never had beforehand! I would recommend her to anyone, as she likes to make sure that the plan created is personalized for each person, according to how the person learns/ what skills the person already has. She will help you develop those skills as well.\n', '::\nAarti was always kind and thorough in her responses, and the advice she gave me had an immediate and sizable impact on the impression I made on tech recruiters. Thank you!\n', '::\nAarti is a great mentor! Within my first month with her, my productivity increased tremendously! My goal of having better study habits has increased as well and I have a routine to work with. She is super experienced and is super friendly. I will recommend Aarti to anyone and everyone!\n']"
Catherine Achieng,4,5.0,Interview,"['ux', 'userexperience', 'productdesign']","['::\nCatherine is great and very supportive and helpful. She walked me through task flows, site maps, and many other areas of work that I found confusing. She specializes in UX and is a great mentor! I highly recommend her.\n', '::\nVery useful instruction, looking forward for the mock session!\n', '::\nCatherine is a great! She encouraged me and helped me gain confidence. She invested her time to know about my progress and guided me meticulously with any questions and concerns I had with respect to either the interview processes and the subject matters as well. I gained quite a bit from her mentorship.\n']"
Nitisha Agrawal,3,5.0,Interview,"['cvwriting', 'interviewpreparation', 'businesscasewriting']","['::\nNitisha is a wonderful mentor and has super valuable insight especially if you are preparing for an Amazon interview.\n', ""::\nOne thing that you can notice in Nitisha's profile is that - she carries a niche set of skills among the whole bunch of mentors available in Mentorcruise. These skills are very difficult to learn from academic setup, which can be learned by experience only. Thanks to her for bringing in her expertise to the goodness of the community.\nAnd one more thing... When you speak to her - it is not that she will exhibit her skills first - rather she would show her empathy to the mentee and what they want to do in their career. That makes Nitisha a greatest mentors in this platform.\n""]"
Jasmine Yuan,3,5.0,Interview,"['productdesign', 'uxdesign', 'uidesign']",['NAN']
Reza Fazeli,3,5.0,Interview,"['machinelearning', 'naturallanguageprocessing', 'computervision']","['::\nReza I a very good mentor with an experience in data science, and he is very organized\n', '::\nReza was able to point me in the right direction very quickly and I was able to get a position I was looking for.\n', '::\nReza has been a very dedicated mentor and always on time. I did enjoy my sessions with him and recommend him to anybody wanting to expand on their data science knowledge.\n']"
Bryan Garza,3,5.0,Interview,"['softwareengineer', 'microservices', 'scaling']","['::\nBryan is great at explaining technical concepts and relating them to real world experiences from his time working as a senior engineer.\n', ""::\nBryan is a great mentor. He considers the mentee's goals and actively seeks materials and approaches that support attaining them. We managed to reach set goals in less than half the time that I initially expected.\n""]"
Ahmed Sadman Muhib,2,5.0,Interview,"['python', 'react', 'javascript']","['::\nAhmed is a great mentor! I was looking for a mentor who could help me strengthen my technical background and Ahmed was a great help. He shared many valuable resources and has excellent knowledge when it comes to technical aspects. Most importantly he held me accountable by assigning weekly milestones to achieve which helped quite a bit with my studying progress. I would highly recommend working with Ahmed.\n', ""::\nI'm absolutely loving this mentorship. Muhib is very methodical in his teaching, definitely knows what he is doing. All of his explanations are very thorough and he teaches in a fun and friendly environment. With his guidance, my productivity and retention has increased tremendously. I achieved much more in past few weeks which would have taken months otherwise. Probably the quality I like most about him is that he is very responsive and goes above and beyond to help me. I would definitely recommend him as a mentor.\n""]"
Ricardo Luiz,2,5.0,Interview,"['productmanagement', 'ux', 'designsprints']","[""::\nRicardo has been super instrumental in showing me my blindspots.\nHe has such great product thinking as well as an understanding of the human mind!\nI loved talking to him and strategizing about what was ahead.\nThank you so much for everything and for what's to come!\n"", '::\nRicardo is a thoughtful and fun mentor! A great listener, he has helped me through a transition in my career, provided role-specific expertise as well as more general professional advice and also challenged me as well!\n']"
Simon Fung,2,5.0,Interview,"['productdesign', 'ux', 'presentation']","[""::\nIt's worth every minute. As an early-career UXer, I approached Simon to advance my career and have been delighted with my decision.\nIt's pretty rare to have someone as a mentor who shares both practical skills and guides you with a growth mindset. Simon helps me in various fields, including career path strategy, Master program guides, and interview preparation. He is exceptionally knowledgeable, professional, and trustful in each area. He has recently helped me land an ideal as a product designer.\nSimon is caring, thoughtful, and kind. Every conversation we had was delightful. I was always looking forward to every meeting, as he made working and growing together so much fun and highly effective.\nThank you so much, Simon!!\n""]"
Andre Havro,2,5.0,Interview,"['digitalmarketingstrategy', 'seoanddomainauthoritybuilding', 'organicandpaidsocialmediastrategy']","[""::\nAndre has been an incredible mentor and help as I continue to advance in my marketing journey. He's always available to answer questions, and his insight and experience have been invaluable. I couldn't have done it without him. Thanks a lot, Andre.\n"", '::\nAndre is a great mentor. Always gives the best advice and tools that will improve specific case. Would highly recommend Andre if you are looking for a mentor in the marketing area.\n']"
Nurudeen Bolaji,1,5.0,Interview,"['scrum', 'agile', 'business']",['NAN']
Mark Thomas,1,5.0,Interview,"['javascript', 'react', 'career']",['NAN']
Jack Gardner,1,5.0,Interview,"['aws', 'architecture', 'typescript']","['::\nJack has been one of the best - if not the best - software engineering professional mentor I’ve had. He’s very flexible in what areas he can help you in including technical and non-technical. In our mentorship sessions, we’ve done everything from live coding and debugging to high level career planning decisions. He’s also very generous with the meeting times he provides. Would absolutely recommend Jack’s mentorship for anyone wanting level up their specific technical/non-technical skills.\n']"
Yohnathan Carletti,1,5.0,Interview,"['productmanagement', 'programmanagement', 'interviews']",['NAN']
Miklos Philips,1,5.0,Interview,"['ux', 'ui', 'productdesign']",['::\nHaving Miklos as a mentor has changed my professional career for the better. I have been learning so much from him.\n']
Naz Delam,45,5.0,Interview,"['computerscience', 'softwarearchitecture', 'webdevelopment']","[""::\nI was working in a position that wasn't fulfilling and diminished my technical skills to a point where I questioned if I could even continue being a software developer. I didn't feel confident coding, understanding bugs, or feeling I could be autonomous. But I decided to take a chance and leave my position and pursue a mentorship full-time. I wanted to learn something current, fulfilling, and enjoyable in order to bring more to the table as a developer to a company and feel well-rounded as a developer myself. So I decided on the JavaScript/React/Node space.\nI chose Naz because not only were her technical skills impressive but so was the way she looked at mentoring and teaching. When I began my time with Naz, we started from the ground up. I went from a basic understanding of JavaScript to tackling React and Node projects where I could guide myself into learning more when knowledge gaps arose. Naz helped me understand my learning patterns and areas to improve. I even took on new challenges like blogging on Medium or helping others with coding in my spare time. It's honestly amazing this was all within the span of 6-9 months.\nI feel so much more self-sufficient and was able to overcome a lot of my insecurities as a developer. Because of my time with Naz, I am entering my latest role as a full-stack JavaScript engineer at a startup! This is something I couldn't imagine myself doing prior to this experience and honestly, I encourage any developer that is struggling with direction to take on a mentorship program because not only will you understand more technically, but you will understand more about yourself and your abilities!\n"", '::\nNaz is a great mentor. She really cares about her mentees success. She was really helpful during my career development and I learnt a lot from her.\n', '::\nNaz is very experienced in the software field. I can tell that from our first call. So if you need some deep insights, Naz would be a great choice!\n']"
Patrick Siewe,8,5.0,Interview,"['fintech', 'typescript', 'go']","['::\nPatrick was just as he said - earnest in listening and candid with his feedback and very honest to boot.\n', '::\n Patrick is a super helpful and honest guy. Very personable and willing to share whatever he can to be able to meet the needs of his client. Even with a couple calls, I feel like I learned a lot and and am more comfortable with my path moving forward.\n', '::\nEvery chat we ever had was a good time, it never felt forced and I always get something out of every session. Patrick is a nice mentor and would take the time to help you achieve your goals.\n']"
Darrin Johnson,9,5.0,Interview,"['productmanagement', 'productstrategy', 'productmarketing']","['::\nDarrin has been excellent in terms of giving me guidance with UX/UI and content design career. Very friendly and accommodating with schedule! I am really impressed with his style of mentoring.\n', '::\nDarrin was a wonderful mentor, non judge mental, and listened to all my concerns.\n', '::\nExcellent! Darrin is a great listener, non-judgmental and poised. I have learned a lot from our interactions and would have loved to have worked for him or someone like him.\n']"
David Kaplita,7,5.0,Interview,"['java', 'c', 'c++']","['::\nDavid is my first mentor and the best! Having the opportunity to learn from him has made my job search way much easier and less stressful. Thank you David!\n', '::\nI highly recommend David for mentorship. In addition to his vast technical knowledge and experience, he was very patient with me, always demonstrated positive encouraging attitude, provided valuable and constructive feedback and helped me set professional goals.\n', '::\nDavid is a great mentor. He has all the skills that mentee would love. He is very knowledgeable, honest, realistic, motivating, patient and encouraging.\nI have enjoyed very much working with David. In about 4months, I was able to get a job as a Java developer (thanks to David). This result came with a lot of hard work (on my part) and David helped me with guidance and advise so that I can make decision for my career path .\nThank you so much man !\n']"
Ankita Kulkarni,4,5.0,Interview,"['leadership', 'softwaredevelopment', 'technical']","['::\nGreat intro chat, very clear and able to get in depth in the short time.\n', ""::\nAs a junior developer who has been feeling far behind in their career and looking to move up, Ankita has given me the sense of confidence and hope that I would've never expected given the number of failures and rejections I've faced throughout my journey so far. Through my time with her, she has helped define my career goals more clearly and given practical steps to take in order to reach where I ultimately want to be. If you are looking for a leader who is there to help support you in your career, I would highly recommend Ankita!\n"", ""::\nAnkita has continually gone above and beyond to make sure that I'm being supported and have the help that I need when I need it. It's only been a few weeks, but I already feel more confident in my work in ways that I never did previously.\n""]"
Michelle Fan,2,5.0,Interview,"['productdesign', 'uxdesign', 'uidesign']","[""::\nMichelle is very professional and has a systemic and actionable approach to help me progress in my career. She has broad experience and always has good advice for all of my obstacles on the way. I'm happy to have her support through this journey!\n"", ""::\nI went into my first session not quite knowing what I even wanted to get out of it, but Michelle took everything I put out and gave it structure and direction.\nI followed up with an insightful portfolio review with so many great actions I could take on immediately. I've been in the industry almost a decade and haven't gotten feedback as constructive as Michelle's. 10/10 Would recommend!\n""]"
Oleksandr Shyvakov,1,5.0,Interview,"['securityarchitecture', 'productsecurity', 'careerprogression']",[]
Bonnie Dong,1,5.0,Interview,"['productmanagement', 'productdiscover', 'softwareproductdevelopment']",['NAN']
Miklos Philips,1,5.0,Interview,"['ux', 'ui', 'productdesign']",['::\nHaving Miklos as a mentor has changed my professional career for the better. I have been learning so much from him.\n']
Thierry Ruiz,1,5.0,Interview,"['sales', 'technology', 'career']","[""::\nThierry is a great mentor and is someone I'd definitely recommend to others. He takes an all-encompassing approach to help you achieve your goals and sees the bigger picture. I've found him to be very easy to talk to and appreciated his perspectives on all the questions I ran by him. If you're looking for a mentor who's experienced, approachable, has great insights, and is someone who will support you on your journey, get in contact with Thierry!\n""]"
Yiqing Fan,3,4.7,Interview,"['management', 'engineeringmanagement', 'technicalleadership']","['::\nYiqing is a very experience engineering leader, great career mentor and a super helpful person!\n', '::\nYiqing was very experienced with interviewing and quickly helped me identify my problem areas based on my previous interviews. He is also very responsive to emails.\n']"
Jainil Vachhani,43,5.0,Interview,"['java', 'c++', 'python']","['::\nJainil is a great mentor indeed\n', '::\nJainil has really gone above and beyond as a mentor!\n', '::\nJainil is a great mentor. I had a good experience working with him.\n']"
Alex Mitchell,12,5.0,Interview,"['product', 'productmanager', 'interview']","['::\nAlex helped me set focus and intention in my goal of scaling my independent projects. Before working with Alex I felt like I was jumping from idea to idea with no plan. During our session he proved clear action items which I enjoyed completing. Each week we reviewed the progress and established new items to iterate towards my goal. I am very thankful for my mentoring sessions with Alex\n', ""::\nAlex is a fantastic mentor and I definitely recommend him to any Product manager or aspiring PMs. Alex worked with me on my resume since I wasn't getting any callbacks. The results were almost instantaneous as I ot my 1st callback from a recruiter after only 2 hours of applying with the resume he helped me with.\nNow I am working with Alex on polishing my interview skills and structuring my answers and I couldn't be happier.\nI can't recommend Alex enough. I know I will be coming back for more mentoring sessions with him throughout my career.\n"", '::\nAlex is a great mentor. I was preparing for PM job interviews. He understood my goals and helped me through the process. He provided a very detailed feedback. Highly recommend him.\n']"
Logapriya V,7,5.0,Interview,"['statistics', 'businessanalysis', 'dataanalysis']","['::\nI highly recommend LogaPriya. LogaPriya is well experienced in ML and statistics concepts and guided me very well to enhance my ML skills. She motivates even if we are unable to make progress with new topics. I was able to learn more than expected within a time span of one month.\n', '::\nLogapriya on MentorCruise.com helps me reach my goals! Logapriya is very knowledgeable in the Data Science space, with vast experience in the actual workplace of using the skills. She shares this experience and knowledge in an open way, not holding anything back. Logapriya has a great teaching style: being patient and comprehensive. I\'ve genuinely learnt a huge amount already, and I can\'t wait to apply the skills to my work. I\'ve gained great confidence in my skillset. I have no hesitance in recommending Logapriya as a mentor!""\n', '::\nLogapriya is a great mentor and very knowledgeable in the field of Datascience. She understood my career goals and mentored me accordingly. The honest advice and feedback helped me develop better clarity. In just a month and a half so far, I have noticed a big improvement in me. Will highly recommend.\n']"
Mark Kleyner,10,5.0,Interview,"['venturecapital', 'startups', 'entrepreneurship']","['::\nMark is an intelligent, rational, and experienced person. During our mentorship, he gave me constructive feedback and dozens of non-trivial insights about VC, Startups, and Business Development. I recommend choosing him as a mentor for sure!\n', ""::\nMark is a world-class mentor, he surely pushed me beyond the barriers that could have held me back. Every session with Mark was explosive, revealing and extremely rewarding. Many of Mark's advice is reflected in the optimizations and improvements of the overall idea. I definitely will continue to work with Mark for the long term.\n"", '::\nI really enjoyed working with Mark. He has really practical feedback and helped me clarify my goals and next steps. If you seek mentoring in business, he is definitely the right person to ask!\n']"
Kelman Chiang,8,5.0,Interview,"['sql', 'python', 'dataanalysis']","[""::\nI'm very pleased with my experience!\n"", ""::\nKelman is knowledgeable and patient. He is also flexible. He was able to go far as rescheduling our session just to suit me a couple of times. Thank you for what you're doing Kelman.\n"", ""::\nI honestly don't know what he could have done better really. Was a very good chat.\nKeep up the good work.\n""]"
Anna Arteeva,3,5.0,Interview,"['fintech', 'ux', 'designstrategy']","['::\nAnna, is a brilliant mentor. Very recommended\n', ""::\nShe's very patient and very experienced. I enjoy every classes with her as she makes sure she simplifies each difficult phase in projects to make it more understandable.\n"", '::\nVery interesting mentor. I gained a lot from her mentorship.\n']"
Stephen Wang,3,5.0,Interview,"['productmanagement', 'productstrategy', 'strategy']","['::\nI’ve learned so much from Stephen. He has a methodical approach to everything and that has helped me in various aspects from interviewing to actually implementing some of the techniques at work.\n', '::\nI took mentorship session with Stephen. Stephen is a very interesting person I have talked with over a period of time.\nMy intention was to get clarity on my future role to take. However, I was amazed by the way he asked me questions to find out why I wanted to do. He took very special interest on my thoughts and tried to clarify each and every doubt I have.\nThe other thing that attracted me in Stephen is the clarity that he brought in on the overall discussion. I feel very much satisfied and I look forward to work again.\n', ""::\nStephen was an amazing mentor - so knowledgeable, experienced and patient. I've learned a lot from him.\n""]"
Raghava Viswa Mani Kiran Peddinti,3,5.0,Interview,"['startups', 'engineering', 'scaling']",[]
Harriet Mundy,1,5.0,Interview,"['productownership', 'uxdesign', 'agile']",['NAN']
Biju Joseph Jacob,1,5.0,Interview,"['engineeringmanagement', 'leadingteams', 'systemdesign']","['::\nMy experience with the introductory call was very good, he gave me actionable items to follow and ideas on where to start.\n']"
Abhishek Koserwal,1,5.0,Interview,"['career', 'devops', 'systemdesign']","['::\nAbhishek is a font of good advice, both with respect to technology, effective communication, and soft skills. He was pro-active in helping me organize my thoughts into deliverables, and with his advice I saw some small projects through to conclusions that I was proud of.\nHighly recommend!\n']"
Ellen Ernstberger,4,3.3,Interview,"['productmarketing', 'marketing', 'strategy']",['NAN']
Yash Khandor,14,4.3,Interview,"['softwareengineering', 'interviews', 'javascript']","['::\nYash is great. I feel like I reached my goal of getting a job and I dint really need much else.\n', '::\nYash is an awesome Mentor, he has been guiding me through my job search process and providing me insights on best way to manage my time.\nThankful for his help!\n', '::\nYash Helped me in my DevOps Journey , in the Dev Side.\n']"
David Lee,2,5.0,Interview,"['devops', 'sre', 'sitereliabilityengineer']","[""::\nI've found David to be very knowledgable. He is easy going and has assisted me with gaining a better understanding of cloud and infrastructure security.\n"", '::\nAs someone making a transition into tech from a background in Biology, David was very helpful in setting up a launchpad for me to figure out what direction I want to head towards/ set myself up for success. I highly recommend giving him a ring so that you can hit the ground running!\n']"
Hakki Bagci,1,5.0,Interview,"['java', 'softwarearchitecture', 'junit']",['NAN']
Gourav Jain,1,5.0,Interview,"['datascience', 'management', 'analytics']",['::\nGourav is a great mentor and was able to give me valuable insights towards my FAANG interview. He provided not just technical insights but also non-technical insights.\n']
Raghav Garg,5,4.4,Interview,"['backend', 'ios', 'android']","['::\nIt was good\n', '::\nGreat mentor, highly recommend!\n']"
Teddy Wilson,2,5.0,Interview,"['java', 'python', 'algorithms']",['NAN']
Ali Alrahahleh,9,5.0,Interview,"['dataengineering', 'softwarearchitecture', 'streaming']","[""::\nAli provided a number of resources which was very helpful in furthering my skillset. He gave feedback on coding examples, and projects which supported new ways of thinking and approaching the problem. He's supportive and encouraging as well!\n"", ""::\nAli continues to be an invaluable resource and a terrific mentor. He has helped me navigate an otherwise overwhelming career path and provides tons of support and guidance. He's very quick to respond to questions and has a super flexible schedule. Highly recommend!\n"", '::\nAli was very quick to diagnose my level of understanding and made some really good recommendations for what to focus on. He really knows what he is doing!\n']"
Yashish Dua,25,4.4,Interview,"['platform', 'infrastructure', 'javascript']","['::\nYashish in an amazing mentor who has taught me a lot in Go, and other engineering concepts. Highly advised for you to employ his services!\n', '::\nWonderful mentor! very knowledgeable and kind. Excellent at explaining topics.\n', ""::\nProbably the most knowledgable person in AWS, DevOps and infrastructure you're ever going to meet. You should definitely give him a call. He is super kind, understanding and willing to work with you where you are.\n""]"
Kamal S,9,4.3,Interview,"['flutter', 'dart', 'ui']","['::\nKamal is very good mentor. I highly recommend.\n', '::\nHi Kamal.\nI think you are a great mentor, and you seem to know what you are doing. Also, I would like to thank you for giving this a try with me.\nI have found another mentor located in the same city as me. This makes it easier for me in terms of time-zone, and also the opportunity to meet face-to-face.\nHe also has more time on his hands and can provide me more frequent, and longer mentoring sessions.\n', '::\nEverything was good!\n']"
Rafael Guerra,1,5.0,Interview,"['coaching', 'leadership', 'interview']","[""::\nRafael is a great mentor! Has helped me many times so far. Don't look any further, this is your guy.\n""]"
Ciara Hamagishi,7,5.0,Interview,"['careercoaching', 'interviewprep', 'strategy']","['::\nCiara was fantastic. Very encouraging, inspiring, and knowledgeable. Amazing how much we covered in a 30-minute session. Very glad I signed up!\n']"
Darya Miskevich,2,5.0,Interview,"['interviewpreparation', 'careercounseling', 'careergrowth']","['::\nThanks for guiding me to better resume!\n', ""::\nAppreciate very much Darya's mentoring about my resume and job search strategy.\n""]"
Ahmed Omar,2,4.5,Interview,"['erlang', 'architecture', 'debugging']","['::\nAhmed is an amazing mentor! He is very professional, knowledgable in a variety of technical subjects, and has an extensive technical expertise. He was always focused on supporting me to achieve the mentoring goals and has always had plenty of technical tips and resources to share to support any questions that I had about certain topics. I definitely recommend Ahmed as a mentor!\n']"
Stephanie Morgan,2,5.0,Interview,"['designresearch', 'uxresearch', 'designeducation']","['::\nI love working with Stephanie and plan to have more sessions with her in the future!\n', ""::\nI feel confident to tackle the future interviews for UX Research roles with Stephanie's valuable insights and feedback during our call.\n""]"
Matt Oates,1,5.0,Interview,"['javascript', 'frontend', 'react']",['NAN']
Earl Friedberg,48,5.0,UI%20Design,"['ux', 'design', 'userresearch']","[""::\nEarl is a great mentor. If you need assistance in finding a job or changing careers, he's the right one for you! Definitely a game changer for me.\n"", '::\nEarl is such a knowledgeable, thoughtful, and passionate mentor who had an immediate impact on my job search journey. I was amazed by his wealth of knowledge, resources he provides, and pieces of advice that immensely helped me improve my portfolio, resume, and interviews. He is extremely responsive and always welcomes questions. I can’t recommend more!\n', ""::\nIt's about 7 months I have had Earl as a mentor and my improvement has been exponential. Earl is organised, punctual, caring, all combined with the capacity of giving sharp, helpful feedback. Cannot recommend more.\n""]"
Tony Turner,8,4.9,UI%20Design,"['productdesign', 'uxdesign', 'userexperience']","['::\nTony is very helpful and has a lot of insight in his field.\n', '::\nTony is a very systematic mentor and he really works on developing an actionable plan for your goals for your mentorship period.\nHe was able to answer and expand on the majority of my questions. Specifically, building a workflow process, focusing in on different research methods or design skills based on my goals, going through portfolio & resume thoroughly, and question prep for job interviews, and assessing jobs I had bookmarked to see if I would be a good candidate.\nThis experience is very much a get out what you put in, not complete hand-holding so make sure to come prepared with your own agenda of goals.\n', '::\nTony is a great mentor, he is readily available and knowledgeable. It is great working with him.\n']"
Muhammad Ahsan Pervaiz,3,5.0,UI%20Design,"['uidesign', 'uxdesign', 'freelancing']","['::\nMuhammad helped me to improve as UI designer and gave me feedback on my design reviews which was very useful.\n', '::\nMuhammad is superstar mentor. I have got valuable feedback on my design process and this has helped me a lot at work.\n']"
Stella Guan,2,5.0,UI%20Design,"['visualdesign', 'uxdesign', 'uidesign']",[]
Shelby Corbella,17,5.0,UI%20Design,"['designsystems', 'ui/ux', 'productdesign']","['::\nI would definitely recommend Shelby as a mentor, especially on the carrier development side. 👍\n', '::\nShelby was amazing. She walked through my designs and had great feedback for the good, the not so good and some quick wins and a step by step instructions on how to improve the not so good.\nI will definitely reach out to her again.\n', ""::\nI'm a newbie designer working in my very first product design role, and I had a work review session with Shelby to get advice on design systems. Shelby is super knowledgeable, and she has a big heart too! It was great to get actionable feedback on my work and to hear about how other designers/teams work. It was also very inspiring to learn why she cares about the work that she does :)\nHighly recommend! Will definitely come back for more sessions :D\n""]"
Catherine Achieng,4,5.0,UI%20Design,"['ux', 'userexperience', 'productdesign']","['::\nCatherine is great and very supportive and helpful. She walked me through task flows, site maps, and many other areas of work that I found confusing. She specializes in UX and is a great mentor! I highly recommend her.\n ', '::\nVery useful instruction, looking forward for the mock session!\n', '::\nCatherine is a great! She encouraged me and helped me gain confidence. She invested her time to know about my progress and guided me meticulously with any questions and concerns I had with respect to either the interview processes and the subject matters as well. I gained quite a bit from her mentorship.\n']"
Nicholas Busman,4,5.0,UI%20Design,"['uxdesign', 'uidesign', 'prototyping']",['NAN']
Jasmine Yuan,3,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']",['NAN']
Alessandra Stagno,1,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']",['::\nShe is very supportive and always ready to help mentees in what ever way possible.\n']
Jasmine Yuan,3,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']",['NAN']
Michelle Fan,2,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']","[""::\nMichelle is very professional and has a systemic and actionable approach to help me progress in my career. She has broad experience and always has good advice for all of my obstacles on the way. I'm happy to have her support through this journey!\n"", ""::\nI went into my first session not quite knowing what I even wanted to get out of it, but Michelle took everything I put out and gave it structure and direction.\nI followed up with an insightful portfolio review with so many great actions I could take on immediately. I've been in the industry almost a decade and haven't gotten feedback as constructive as Michelle's. 10/10 Would recommend!\n""]"
Miklos Philips,1,5.0,UI%20Design,"['ux', 'ui', 'productdesign']",['::\nHaving Miklos as a mentor has changed my professional career for the better. I have been learning so much from him.\n']
Rebecca Liu,15,5.0,UI%20Design,"['productdesign', 'figma', 'portfolio']","['::\nFantastic session with Rebecca. She answered all my questions thoughtfully and provided resources, and energized me in pursing my goals\n', '::\nRebecca is a wonderful mentor! She caught my concerns quickly and gave me very helpful advice.\n', '::\nRebecca is my mentor for a month. As a person, she is very respectful, polite. As a UX professional, she is a master of her craft. Every communication with her gives me helpful information. I believe being her mentee will boost my knowledge of UX.\n']"
Teodora Blindu,8,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']","['::\nTeodora is an excellent mentor, who has helped me with everything from providing design feedback and consulting on DesignOps to helping with hiring challenges.\nI would highly recommend Teodora to anyone looking to level up further :)\n', '::\nIt was a great experience. I gained a lot of skills from her during her mentorship with me\n', ""::\nShe's a patient, understanding, straighforward and good mentor. I appreciate her quick responses and also how she makes my project so easy for me whenever i feel confused. i will recommend her for any students out there looking for mentors in her areas of specialization. Thanks\n""]"
Teodora Blindu,8,5.0,UI%20Design,"['productdesign', 'uxdesign', 'uidesign']","['::\nTeodora is an excellent mentor, who has helped me with everything from providing design feedback and consulting on DesignOps to helping with hiring challenges.\nI would highly recommend Teodora to anyone looking to level up further :)\n', '::\nIt was a great experience. I gained a lot of skills from her during her mentorship with me\n', ""::\nShe's a patient, understanding, straighforward and good mentor. I appreciate her quick responses and also how she makes my project so easy for me whenever i feel confused. i will recommend her for any students out there looking for mentors in her areas of specialization. Thanks\n""]"
